ra,nome,ano_referencia,fase,turma,idade,genero,ano_ingresso,instituicao_ensino,pedra,inde,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem,matematica,portugues,ida_next,ian_next,defasagem_next,delta_ida_next,delta_ian_next,delta_defasagem_next,target_risco,score_risco
RA-517,ALUNO-517,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.7,5.0,-2.0,,,,0,0.0008088267227571396
RA-517,Aluno-517,2022,1,D,12.0,Menina,2017.0,Escola Pública,Ametista,7.604,5.0,7.7,9.5,6.9,7.5,,7.833,-2.0,7.8,7.5,6.6,5.0,-1.0,-1.1000000000000003,0.0,1.0,1,0.8953665279999428
RA-517,Aluno-517,2023,FASE 2,2D,13.0,Feminino,2017.0,Pública,Agata,6.3104,5.0,6.6,9.0,4.1,2.52,6.875,6.7125,-1.0,4.5,8.7,5.0,10.0,0.0,-1.5999999999999996,5.0,1.0,1,0.8366412727094895
RA-518,ALUNO-518,2021,7.0,A,,,,Rede Decisão,Ametista,7.971,10.0,7.9,6.7,9.6,7.5,8.1,7.7,0.0,,,7.5,5.0,-1.0,-0.4000000000000003,-5.0,-1.0,0,0.4839697136655864
RA-518,Aluno-518,2022,1,D,10.0,Menino,2022.0,Escola Pública,Ametista,7.661,5.0,7.5,9.4,9.0,7.5,,7.5,-1.0,6.0,9.0,6.7,10.0,0.0,-0.7999999999999998,5.0,1.0,1,0.8993801430752878
RA-518,Aluno-518,2023,FASE 2,2D,11.0,Masculino,2022.0,Pública,Ametista,7.5762,10.0,6.7,8.5,8.5,5.0,8.125,6.9175,0.0,5.5,7.8,4.0,10.0,0.0,-2.7,0.0,0.0,1,0.7727757852121118
RA-519,ALUNO-519,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.5,10.0,0.0,,,,0,0.0008088267227571396
RA-519,Aluno-519,2022,1,D,9.0,Menino,2022.0,Escola Pública,Ametista,8.0,10.0,7.5,9.6,7.4,7.5,,7.333,0.0,7.0,8.0,7.4,5.0,-1.0,-0.0999999999999996,-5.0,-1.0,0,0.26720256701130546
RA-52,ALUNO-52,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.2,10.0,2.0,,,,0,0.0008088267227571396
RA-52,Aluno-52,2022,5,B,13.0,Menino,2018.0,Rede Decisão,Ametista,7.861,10.0,6.2,8.9,9.6,7.5,,7.5,2.0,3.3,6.3,6.4,10.0,1.0,0.2000000000000001,0.0,-1.0,0,0.1640375035729148
RA-52,Aluno-52,2023,FASE 5,5B,,Masculino,2018.0,Privada - Programa de Apadrinhamento,Ametista,7.9642,10.0,6.4,9.8,10.0,2.52,8.125,8.2975,1.0,7.7,4.8,7.216666666666666,10.0,2.0,0.8166666666666655,0.0,1.0,1,0.7498802053240781
RA-520,ALUNO-520,2021,3.0,L,,,,Rede Decisão,Topázio,8.414,10.0,7.2,9.7,7.9,5.6,9.0,8.9,1.0,,,6.8,5.0,-1.0,-0.4000000000000003,-5.0,-2.0,0,0.33030596542017304
RA-521,ALUNO-521,2021,2.0,E,,,,Escola Pública,Ametista,7.254,10.0,5.3,4.6,9.5,7.5,8.5,8.7,0.0,,,6.0,10.0,0.0,0.7000000000000002,0.0,0.0,0,0.23446247444139257
RA-521,Aluno-521,2022,1,D,9.0,Menino,2022.0,Escola Pública,Ametista,7.725,10.0,6.0,10.0,9.0,5.0,,7.5,0.0,5.0,7.0,7.9,5.0,-1.0,1.9000000000000004,-5.0,-1.0,0,0.19577333624211798
RA-521,Aluno-521,2023,FASE 1,1G,,Masculino,2022.0,Pública,Agata,6.768666667,5.0,7.9,9.9,0.0,3.77,7.083333333,8.166666667,-1.0,7.0,8.7,6.25,10.0,0.0,-1.6500000000000004,5.0,1.0,1,0.8756957802781994
RA-522,ALUNO-522,2021,2.0,P,,,,Escola Pública,Ágata,5.868,5.0,3.8,4.2,8.5,7.5,7.5,7.1,-1.0,,,7.5,10.0,0.0,3.7,5.0,1.0,1,0.6048200726438295
RA-522,Aluno-522,2022,1,D,9.0,Menino,2021.0,Escola Pública,Topázio,8.306,10.0,7.5,9.1,9.5,7.5,,8.167,0.0,7.0,8.0,8.3,5.0,-1.0,0.8000000000000007,-5.0,-1.0,0,0.26837186955701564
RA-522,Aluno-522,2023,FASE 1,1C,,Masculino,2021.0,Pública,Ametista,7.890533333,5.0,8.3,9.2,7.5,7.52,7.083333333,8.45,-1.0,8.3,8.2,9.0,10.0,0.0,0.6999999999999993,5.0,1.0,1,0.9065187502133093
RA-523,ALUNO-523,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.4,10.0,0.0,,,,0,0.0007538855265298587
RA-523,ALUNO-523,2021,3.0,D,,,,Escola Pública,Ametista,7.082,10.0,6.4,5.6,7.9,7.5,6.9,7.3,0.0,,,6.5,5.0,-1.0,0.0999999999999996,-5.0,-1.0,0,0.1776483453296504
RA-524,ALUNO-524,2021,1.0,E,,,,Escola Pública,Topázio,8.494,5.0,8.4,9.2,9.5,7.5,8.8,9.6,-1.0,,,9.1,5.0,-1.0,0.6999999999999993,0.0,0.0,0,0.5751476851388716
RA-524,Aluno-524,2022,1,D,11.0,Menino,2019.0,Escola Pública,Ágata,6.947,5.0,9.1,9.4,0.0,5.0,,8.056,-1.0,9.0,9.2,8.9,5.0,-1.0,-0.1999999999999993,0.0,0.0,0,0.5258414769088912
RA-524,Aluno-524,2023,FASE 2,2D,,Masculino,2019.0,Pública,Ametista,7.331133333,5.0,8.9,9.2,6.4,2.52,8.333333333,7.42,-1.0,9.0,8.8,8.666666666666666,10.0,0.0,-0.2333333333333342,5.0,1.0,1,0.9494737186710605
RA-525,ALUNO-525,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.6,5.0,-1.0,,,,0,0.0008088267227571396
RA-525,Aluno-525,2022,1,D,11.0,Menina,2021.0,Escola Pública,Ametista,8.013,5.0,8.6,9.3,9.0,7.5,,8.167,-1.0,8.3,8.8,9.2,5.0,-1.0,0.5999999999999996,0.0,0.0,0,0.5813297424810595
RA-526,ALUNO-526,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.8,5.0,-1.0,,,,0,0.0007538855265298587
RA-526,ALUNO-526,2021,1.0,F,,,,Escola Pública,Ametista,7.626,5.0,7.8,8.8,8.5,7.5,7.7,7.3,-1.0,,,8.0,5.0,-2.0,0.2000000000000001,0.0,-1.0,0,0.3810833103128834
RA-526,Aluno-526,2022,1,D,12.0,Menino,2022.0,Escola Pública,Topázio,8.079,5.0,8.0,9.9,10.0,7.5,,8.167,-2.0,7.7,8.3,8.8,5.0,-1.0,0.8000000000000007,0.0,1.0,1,0.930540901998869
RA-526,Aluno-526,2023,FASE 2,2D,,Masculino,2022.0,Pública,Topázio,8.0957,5.0,8.8,9.8,9.5,5.0,8.75,7.7525,-1.0,8.3,9.3,7.333333333333333,5.0,-1.0,-1.4666666666666677,0.0,0.0,1,0.9500339095236895
RA-527,ALUNO-527,2021,6.0,C,,,,Rede Decisão,Ametista,7.62,5.0,7.1,7.2,9.2,7.5,8.6,8.7,-1.0,,,6.5,10.0,0.0,-0.5999999999999996,5.0,1.0,1,0.7877933945010395
RA-527,Aluno-527,2022,1,D,9.0,Menina,2022.0,Escola Pública,Ametista,8.025,10.0,6.5,10.0,8.5,7.5,,7.5,0.0,5.0,8.0,6.5,5.0,-1.0,0.0,-5.0,-1.0,0,0.21836736522905406
RA-527,Aluno-527,2023,FASE 1,1C,,Feminino,2022.0,Pública,Ametista,7.5682,5.0,6.5,9.1,9.0,7.52,7.5,7.78,-1.0,5.7,7.2,6.0,10.0,0.0,-0.5,5.0,1.0,1,0.8975588727336256
RA-528,ALUNO-528,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.0,5.0,-1.0,,,,0,0.0008088267227571396
RA-528,Aluno-528,2022,1,D,11.0,Menino,2021.0,Escola Pública,Quartzo,5.335,5.0,4.0,6.2,0.0,7.5,,6.944,-1.0,5.3,2.7,8.2,5.0,-1.0,4.199999999999999,0.0,0.0,0,0.19249293082850624
RA-528,Aluno-528,2023,FASE 2,2D,,Masculino,2021.0,Pública,Ametista,7.6892,5.0,8.2,8.5,9.0,5.0,8.75,7.92,-1.0,7.5,8.8,6.666666666666667,10.0,0.0,-1.5333333333333323,5.0,1.0,1,0.9698674518615724
RA-529,ALUNO-529,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.0,5.0,-1.0,,,,0,0.0007538855265298587
RA-529,ALUNO-529,2021,1.0,N,,,,Escola Pública,Ametista,8.09,5.0,8.0,9.6,8.0,7.5,8.1,8.6,-1.0,,,5.2,5.0,-2.0,-2.8,0.0,-1.0,1,0.8107123965061268
RA-529,Aluno-529,2022,1,D,12.0,Menino,2020.0,Escola Pública,Ágata,6.51,5.0,5.2,8.9,8.5,5.0,,6.556,-2.0,3.3,7.0,6.8,5.0,-2.0,1.5999999999999996,0.0,0.0,0,0.39539355537794424
RA-529,Aluno-529,2023,FASE 1,1B,,Masculino,2020.0,Pública,Ametista,7.278991667,5.0,6.8,9.6,8.0,7.52,5.78125,6.893333333,-2.0,4.8,8.7,4.25,5.0,-1.0,-2.55,0.0,1.0,1,0.8881479085968051
RA-53,ALUNO-53,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.0,5.0,-2.0,,,,0,0.0008088267227571396
RA-53,Aluno-53,2022,5,B,17.0,Menino,2022.0,Escola Pública,Ágata,6.725,5.0,7.0,7.0,9.2,7.5,,6.458,-2.0,6.0,8.0,7.7,5.0,-2.0,0.7000000000000002,0.0,0.0,0,0.4002074481640301
RA-530,ALUNO-530,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,8.9,5.0,-1.0,,,,0,0.0008088267227571396
RA-530,Aluno-530,2022,1,E,10.0,Menino,2019.0,Escola Pública,Topázio,8.338,5.0,8.9,9.0,10.0,7.5,,9.056,-1.0,9.0,8.8,5.7,10.0,0.0,-3.2,5.0,1.0,1,0.9402775052532337
RA-530,Aluno-530,2023,FASE 2,2D,11.0,Masculino,2019.0,Pública,Ametista,7.653033333,10.0,5.7,8.8,10.0,5.0,7.708333333,7.46,0.0,5.8,5.5,4.5,10.0,0.0,-1.2000000000000002,0.0,0.0,1,0.6479692147547772
RA-531,ALUNO-531,2021,5.0,A,,,,Escola Pública,Ametista,7.223,5.0,5.7,8.3,8.8,7.5,7.8,7.5,-2.0,,,7.8,5.0,-1.0,2.1,0.0,1.0,1,0.8488546068584424
RA-531,Aluno-531,2022,1,E,10.0,Menino,2022.0,Escola Pública,Ametista,8.057,5.0,7.8,9.8,9.5,7.5,,8.167,-1.0,8.7,7.0,7.7,10.0,0.0,-0.0999999999999996,5.0,1.0,1,0.9181281168454857
RA-531,Aluno-531,2023,FASE 2,2B,11.0,Masculino,2022.0,Pública,Topázio,8.3252,10.0,7.7,10.0,9.5,2.52,8.75,8.59,0.0,6.3,9.0,6.666666666666667,10.0,0.0,-1.0333333333333332,0.0,0.0,1,0.9129139717617933
RA-532,ALUNO-532,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,10.0,0.0,,,,0,0.0008088267227571396
RA-533,ALUNO-533,2021,3.0,B,,,,Escola Pública,Ágata,5.956,5.0,4.9,5.3,9.2,7.5,7.8,4.9,-1.0,,,6.0,5.0,-1.0,1.0999999999999996,0.0,0.0,0,0.1394158783025737
RA-533,Aluno-533,2022,1,E,10.0,Menino,2022.0,Escola Pública,Ágata,6.962,5.0,6.0,8.8,8.5,5.6,,7.333,-1.0,5.0,7.0,5.8,5.0,-1.0,-0.2000000000000001,0.0,0.0,0,0.26783448074340727
RA-534,ALUNO-534,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.1,5.0,-2.0,,,,0,0.0008088267227571396
RA-534,Aluno-534,2022,1,E,12.0,Menina,2021.0,Escola Pública,Ametista,7.131,5.0,7.1,7.4,9.0,7.5,,7.333,-2.0,6.5,7.7,5.4,5.0,-1.0,-1.6999999999999993,0.0,1.0,1,0.7971205669956433
RA-534,Aluno-534,2023,FASE 2,2D,13.0,Masculino,2021.0,Pública,Quartzo,5.8385,5.0,5.4,8.1,0.0,2.52,8.125,7.92,-1.0,3.7,7.0,5.0,10.0,0.0,-0.4000000000000003,5.0,1.0,1,0.8182147659724985
RA-535,ALUNO-535,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.1,5.0,-1.0,,,,0,0.0008088267227571396
RA-535,Aluno-535,2022,1,F,10.0,Menina,2019.0,Escola Pública,Ágata,6.953,5.0,5.1,9.2,9.0,7.5,,6.917,-1.0,4.7,5.5,5.6,10.0,0.0,0.5,5.0,1.0,1,0.741057132730486
RA-535,Aluno-535,2023,FASE 2,2G,,Feminino,2019.0,Pública,Topázio,8.0027,10.0,5.6,9.4,9.0,5.0,8.125,8.95,0.0,4.7,6.5,6.0,10.0,0.0,0.4000000000000003,0.0,0.0,0,0.36434195767896554
RA-536,ALUNO-536,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.1,5.0,-1.0,,,,0,0.0007538855265298587
RA-536,ALUNO-536,2021,1.0,R,,,,Escola Pública,Quartzo,4.586,5.0,3.1,1.7,8.0,7.5,6.7,4.6,-1.0,,,6.0,5.0,-1.0,2.9,0.0,0.0,0,0.0537194317705026
RA-536,Aluno-536,2022,1,F,10.0,Menina,2020.0,Escola Pública,Ametista,7.106,5.0,6.0,8.9,9.5,5.6,,7.75,-1.0,6.3,5.7,5.9,10.0,0.0,-0.0999999999999996,5.0,1.0,1,0.7663732850152235
RA-536,Aluno-536,2023,FASE 2,2A,10.0,Feminino,2020.0,Pública,Ametista,7.759533333,10.0,5.9,9.3,8.0,2.52,8.333333333,9.17,0.0,5.0,6.8,5.5,10.0,1.0,-0.4000000000000003,0.0,1.0,1,0.8738596485141013
RA-537,ALUNO-537,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.4,5.0,-1.0,,,,0,0.0007538855265298587
RA-537,ALUNO-537,2021,0.0,M,,,,Escola Pública,Quartzo,4.808,5.0,3.4,4.2,6.3,7.5,5.0,4.6,-1.0,,,4.8,5.0,-1.0,1.4,0.0,0.0,0,0.17924200603150406
RA-538,ALUNO-538,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,1.1,5.0,-1.0,,,,0,0.0007538855265298587
RA-538,ALUNO-538,2021,2.0,J,,,,Escola Pública,Quartzo,4.824,5.0,1.1,5.0,9.0,5.0,5.2,5.9,-1.0,,,6.8,5.0,-2.0,5.699999999999999,0.0,-1.0,0,0.21758945479019517
RA-538,Aluno-538,2022,1,F,13.0,Menino,2022.0,Escola Pública,Ágata,6.309,5.0,6.8,7.5,8.5,5.6,,5.583,-2.0,4.5,9.0,4.7,5.0,-1.0,-2.1,0.0,1.0,1,0.8386340677891956
RA-538,Aluno-538,2023,FASE 2,2G,13.0,Masculino,2022.0,Pública,Agata,6.413466667,5.0,4.7,8.6,7.4,2.52,7.916666667,7.39,-1.0,3.5,5.8,6.166666666666667,5.0,-1.0,1.4666666666666668,0.0,0.0,0,0.2614085237180151
RA-539,ALUNO-539,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.5,5.0,-1.0,,,,0,0.0008088267227571396
RA-539,Aluno-539,2022,1,F,11.0,Menina,2022.0,Escola Pública,Ametista,7.665,5.0,7.5,9.3,8.5,6.9,,8.417,-1.0,6.8,8.2,8.5,5.0,-1.0,1.0,0.0,0.0,0,0.5049545420604497
RA-539,Aluno-539,2023,FASE 2,2F,,Feminino,2022.0,Pública,Ametista,7.796866667,5.0,8.5,8.6,9.5,2.52,9.166666667,8.84,-1.0,7.2,9.7,5.833333333333333,10.0,0.0,-2.666666666666667,5.0,1.0,1,0.9794306061937207
RA-54,ALUNO-54,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.1,10.0,0.0,,,,0,0.0007538855265298587
RA-54,ALUNO-54,2021,3.0,B,,,,Escola Pública,Ágata,6.388,10.0,4.1,5.8,7.5,7.5,7.3,5.8,0.0,,,4.8,5.0,-1.0,0.7000000000000002,-5.0,-1.0,0,0.08236781427539029
RA-540,ALUNO-540,2021,2.0,I,,,,Escola Pública,Ágata,6.078,5.0,4.5,5.4,8.5,7.5,7.5,6.2,-1.0,,,7.0,5.0,-1.0,2.5,0.0,0.0,0,0.2723581228787705
RA-540,Aluno-540,2022,1,F,10.0,Menina,2019.0,Escola Pública,Ametista,7.303,5.0,7.0,9.5,8.5,5.6,,7.5,-1.0,6.8,7.2,7.1,10.0,0.0,0.0999999999999996,5.0,1.0,1,0.8171414758500471
RA-541,ALUNO-541,2021,4.0,L,,,,Rede Decisão,Ametista,7.835,10.0,6.8,6.9,9.2,7.5,8.1,8.0,0.0,,,2.5,2.5,-3.0,-4.3,-7.5,-3.0,1,0.7250001827764211
RA-542,ALUNO-542,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.0,5.0,-2.0,,,,0,0.0007538855265298587
RA-542,ALUNO-542,2021,0.0,R,,,,Escola Pública,Ametista,7.565,5.0,7.0,8.3,8.0,7.5,7.8,8.3,-2.0,,,6.5,5.0,-1.0,-0.5,0.0,1.0,1,0.8482236066005959
RA-542,Aluno-542,2022,1,F,11.0,Menina,2019.0,Escola Pública,Ametista,7.221,5.0,6.5,9.8,8.0,6.3,,7.417,-1.0,5.3,7.7,6.3,5.0,-1.0,-0.2000000000000001,0.0,0.0,0,0.4094466272517898
RA-542,Aluno-542,2023,FASE 2,2H,12.0,Feminino,2019.0,Pública,Ametista,7.816533333,5.0,6.3,9.7,9.5,5.0,8.75,9.006666667,-1.0,5.2,7.3,3.9333333333333336,10.0,0.0,-2.3666666666666663,5.0,1.0,1,0.9581088867746098
RA-543,ALUNO-543,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.5,5.0,-1.0,,,,0,0.0008088267227571396
RA-543,Aluno-543,2022,1,F,10.0,Menina,2022.0,Escola Pública,Ametista,7.05,5.0,6.5,9.8,8.5,4.4,,7.167,-1.0,5.0,8.0,6.5,10.0,0.0,0.0,5.0,1.0,1,0.7269274211273039
RA-543,Aluno-543,2023,FASE 2,2H,11.0,Feminino,2022.0,Pública,Ametista,7.971833333,10.0,6.5,9.8,7.8,2.52,8.75,9.006666667,0.0,5.5,7.5,6.833333333333333,10.0,1.0,0.333333333333333,0.0,1.0,1,0.9086041646322859
RA-544,ALUNO-544,2021,2.0,R,,,,Escola Pública,Ametista,7.292,5.0,6.7,7.9,9.0,6.3,8.1,7.7,-1.0,,,3.3,5.0,-1.0,-3.4000000000000004,0.0,0.0,1,0.789018216360087
RA-545,ALUNO-545,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,5.0,-2.0,,,,0,0.0008088267227571396
RA-546,ALUNO-546,2021,6.0,A,,,,Escola Pública,Ágata,5.728,5.0,4.0,7.2,10.0,2.5,4.6,6.3,-2.0,,,5.6,5.0,-1.0,1.5999999999999996,0.0,1.0,1,0.7814849003583512
RA-546,Aluno-546,2022,1,G,11.0,Menina,2021.0,Escola Pública,Ágata,6.77,5.0,5.6,7.9,9.0,5.0,,7.917,-1.0,3.3,7.8,5.7,5.0,-1.0,0.1000000000000005,0.0,0.0,0,0.3162947503474803
RA-546,Aluno-546,2023,FASE 2,2H,,Feminino,2021.0,Pública,Agata,6.031666667,5.0,5.7,7.2,0.0,2.52,8.75,9.173333333,-1.0,3.5,7.8,4.666666666666667,10.0,0.0,-1.0333333333333332,5.0,1.0,1,0.8896426455316708
RA-547,ALUNO-547,2021,4.0,G,,,,Escola Pública,Ágata,6.8,5.0,7.1,6.4,7.5,6.3,8.0,7.1,-1.0,,,7.6,5.0,-1.0,0.5,0.0,0.0,0,0.5137924664150726
RA-547,Aluno-547,2022,1,G,11.0,Menina,2019.0,Escola Pública,Ametista,7.745,5.0,7.6,9.7,9.5,5.0,,8.833,-1.0,7.3,7.8,6.2,5.0,-1.0,-1.3999999999999997,0.0,0.0,1,0.9314301130789439
RA-547,Aluno-547,2023,FASE 2,2G,12.0,Feminino,2019.0,Pública,Agata,6.467,5.0,6.2,9.1,0.0,2.52,8.75,8.95,-1.0,5.0,7.3,6.833333333333333,10.0,0.0,0.6333333333333329,5.0,1.0,1,0.9592963334179763
RA-548,ALUNO-548,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.3,10.0,0.0,,,,0,0.0007538855265298587
RA-548,ALUNO-548,2021,0.0,S,,,,Escola Pública,Topázio,8.431,10.0,5.3,10.0,9.5,7.5,7.8,9.5,0.0,,,7.2,5.0,-2.0,1.9000000000000004,-5.0,-2.0,0,0.10539294745215133
RA-548,Aluno-548,2022,1,G,12.0,Menino,2019.0,Escola Pública,Ametista,7.292,5.0,7.2,9.1,8.0,6.9,,7.583,-2.0,5.7,8.7,7.4,5.0,-1.0,0.2000000000000001,0.0,1.0,1,0.9370975035923838
RA-548,Aluno-548,2023,FASE 2,2G,12.0,Masculino,2019.0,Pública,Ametista,7.4322,5.0,7.4,9.1,9.0,2.52,8.333333333,8.283333333,-1.0,6.2,8.5,6.666666666666667,10.0,0.0,-0.7333333333333334,5.0,1.0,1,0.9649529307275424
RA-549,ALUNO-549,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.2,5.0,-1.0,,,,0,0.0008088267227571396
RA-549,Aluno-549,2022,1,G,10.0,Menino,2021.0,Escola Pública,Ágata,6.301,5.0,4.2,7.9,10.0,6.9,,6.167,-1.0,2.2,6.2,6.4,5.0,-1.0,2.2,0.0,0.0,0,0.22795009205721353
RA-549,Aluno-549,2023,FASE 1,1J,,Masculino,2021.0,Pública,Ametista,7.0297,5.0,6.4,8.1,9.5,5.02,6.875,7.5,-1.0,5.5,7.2,5.75,5.0,-1.0,-0.6500000000000004,0.0,0.0,0,0.34042108078436617
RA-55,ALUNO-55,2021,7.0,A,,,,Rede Decisão,Ametista,8.219,5.0,7.6,8.9,9.6,8.1,8.1,9.2,-1.0,,,7.5,5.0,-1.0,-0.0999999999999996,0.0,0.0,0,0.44889764499349555
RA-55,Aluno-55,2022,5,B,16.0,Menina,2017.0,Escola Pública,Ágata,6.576,5.0,7.5,7.6,7.1,5.6,,6.5,-1.0,6.7,7.8,7.1,5.0,-1.0,-0.4000000000000003,0.0,0.0,0,0.44295095835620135
RA-550,ALUNO-550,2020,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.9,5.0,-1.0,,,,0,0.0007538855265298587
RA-550,ALUNO-550,2021,0.0,S,,,,Escola Pública,Ametista,7.873,5.0,6.9,8.3,10.0,7.5,7.2,9.3,-1.0,,,1.9,5.0,-2.0,-5.0,0.0,-1.0,1,0.801178063118124
RA-551,ALUNO-551,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.6,5.0,-2.0,,,,0,0.0008088267227571396
RA-551,Aluno-551,2022,1,G,12.0,Menina,2018.0,Escola Pública,Ágata,6.853,5.0,6.6,7.3,8.5,6.9,,7.333,-2.0,5.0,8.2,5.4,5.0,-1.0,-1.1999999999999993,0.0,1.0,1,0.9044221803669433
RA-552,ALUNO-552,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,5.5,5.0,-1.0,,,,0,0.0008088267227571396
RA-552,Aluno-552,2022,1,G,11.0,Menino,2022.0,Escola Pública,Ágata,6.625,5.0,5.5,8.8,9.5,5.0,,7.167,-1.0,6.0,5.0,6.4,5.0,-2.0,0.9000000000000004,0.0,-1.0,0,0.2940408391524669
RA-553,ALUNO-553,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,3.3,5.0,-1.0,,,,0,0.0008088267227571396
RA-554,ALUNO-554,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.0,5.0,-2.0,,,,0,0.0008088267227571396
RA-555,ALUNO-555,2021,2.0,J,,,,Escola Pública,Topázio,8.489,10.0,6.6,10.0,7.4,8.1,8.5,8.8,0.0,,,4.4,5.0,-2.0,-2.1999999999999997,-5.0,-2.0,1,0.6237929724737771
RA-555,Aluno-555,2022,1,G,12.0,Menino,2019.0,Escola Pública,Quartzo,5.949,5.0,4.4,8.1,9.5,5.0,,5.167,-2.0,1.8,7.0,3.9,5.0,-1.0,-0.5000000000000004,0.0,1.0,1,0.6503615458404813
RA-555,Aluno-555,2023,FASE 2,2G,,Masculino,2019.0,Pública,Quartzo,5.898133333,5.0,3.9,8.1,7.4,2.52,6.25,6.946666667,-1.0,1.5,6.2,4.333333333333333,5.0,-1.0,0.4333333333333331,0.0,0.0,0,0.3295734628305792
RA-556,ALUNO-556,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,6.4,5.0,-1.0,,,,0,0.0008088267227571396
RA-556,Aluno-556,2022,1,G,11.0,Menina,2018.0,Escola Pública,Ametista,7.181,5.0,6.4,8.8,9.0,5.0,,8.25,-1.0,4.8,8.0,7.2,5.0,-1.0,0.7999999999999998,0.0,0.0,0,0.4195593961196693
RA-556,Aluno-556,2023,FASE 2,2H,,Feminino,2018.0,Pública,Ametista,7.7482,5.0,7.2,9.6,8.5,2.52,9.166666667,9.396666667,-1.0,6.5,7.8,3.8333333333333335,10.0,0.0,-3.3666666666666667,5.0,1.0,1,0.9650059430762016
RA-557,ALUNO-557,2021,2.0,M,,,,Escola Pública,Ametista,7.543,5.0,5.9,8.3,9.0,6.9,8.1,8.9,-1.0,,,9.4,5.0,-1.0,3.5,0.0,0.0,0,0.2670085608543059
RA-557,Aluno-557,2022,1,H,10.0,Menino,2019.0,Escola Pública,Topázio,8.334,5.0,9.4,8.4,10.0,7.5,,9.333,-1.0,10.0,8.8,8.9,10.0,0.0,-0.5,5.0,1.0,1,0.8961627279065532
RA-557,Aluno-557,2023,FASE 2,2H,,Masculino,2019.0,Pública,Topázio,8.7717,10.0,8.9,8.2,10.0,5.0,9.375,9.62,0.0,8.0,9.7,9.666666666666666,10.0,0.0,0.7666666666666657,0.0,0.0,0,0.3992959393136823
RA-558,ALUNO-558,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,4.3,2.5,-3.0,,,,0,0.0008088267227571396
RA-558,Aluno-558,2022,1,H,14.0,Menino,2022.0,Escola Pública,Quartzo,5.539,2.5,4.3,8.5,9.0,5.0,,4.5,-3.0,0.5,8.0,6.0,2.5,-3.0,1.7000000000000002,0.0,0.0,0,0.27638000479374386
RA-558,Aluno-558,2023,FASE 2,2H,,Masculino,2022.0,Pública,Agata,6.615333333,2.5,6.0,9.4,7.8,5.0,6.458333333,6.78,-3.0,5.7,6.3,3.0,5.0,-2.0,-3.0,2.5,1.0,1,0.8598199870175983
RA-559,ALUNO-559,2021,,,,,,,,7.36,5.0,6.5,8.6,8.8,7.5,,,-1.0,,,7.1,5.0,-1.0,,,,0,0.0008088267227571396
RA-559,Aluno-559,2022,1,H,11.0,Menino,2021.0,Escola Pública,Ametista,7.634,5.0,7.1,9.2,9.5,7.5,,8.083,-1.0,7.2,7.0,7.4,5.0,-1.0,0.3000000000000007,0.0,0.0,0,0.5467262943026823
